mkoa,wilaya,shule,type,sex
Mara,Rorya,PROF PHILEMON SARUNGI,ward,mixture
Mara,Rorya,RARANYA,ward,mixture
Mara,Rorya,ROCHE,ward,mixture
Mara,Rorya,SUBA,ward,mixture
Mara,Rorya,TAI,ward,mixture
Mara,Rorya,WANINGO,ward,mixture
Mara,Serengeti,BUSAWE,ward,mixture
Mara,Serengeti,DR OMAR ALI JUMA,ward,mixture
Mara,Serengeti,IKOMA,ward,mixture
Mara,Serengeti,IKORONGO,ward,mixture
Mara,Serengeti,KAMBARAGE,ward,mixture
Mara,Serengeti,KEMARONGE,ward,mixture
Mara,Serengeti,KISAKA,ward,mixture
Mara,Serengeti,KISANGURA,ward,mixture
Mara,Serengeti,KITUNGURUMA,ward,mixture
Mara,Serengeti,MACHOCHWE,ward,mixture
Mara,Serengeti,MAJIMOTO,ward,mixture
Mara,Serengeti,MAKUNDUSI,ward,mixture
Mara,Serengeti,MAMA MARIA,ward,mixture
Mara,Serengeti,MANCHIRA,ward,mixture
Mara,Serengeti,MOSONGO,ward,mixture
Mara,Serengeti,MUGUMU,ward,mixture
Mara,Serengeti,NAGUSI,ward,mixture
Mara,Serengeti,NATTA,ward,mixture
Mara,Serengeti,NGOREME,ward,mixture
Mara,Serengeti,NYAMBURETI,ward,mixture
Mara,Serengeti,NYAMBURI,ward,mixture
Mara,Serengeti,NYAMOKO,ward,mixture
Mara,Serengeti,NYANSURURA,ward,mixture
Mara,Serengeti,NYICHOKA,ward,mixture
Mara,Serengeti,RIGICHA,ward,mixture
Mara,Serengeti,RINGWANI,ward,mixture
Mara,Serengeti,ROBANDA,ward,mixture
Mara,Serengeti,SEDECO,ward,mixture
Mara,Serengeti,SERENGETI,ward,mixture
Mara,Serengeti,SOMOCHE,ward,mixture
Mara,Tarime,BOREGA,ward,mixture
Mara,Tarime,BUNGURERE,ward,mixture
Mara,Tarime,BWIREGE,ward,mixture
Mara,Tarime,GENGE,ward,mixture
Mara,Tarime,GIBASO,ward,mixture
Mara,Tarime,GORONGA,ward,mixture
Mara,Tarime,INCHAGE,ward,mixture
Mara,Tarime,INCHUGU,ward,mixture
Mara,Tarime,INGWE,ward,mixture
Mara,Tarime,ITIRYO,ward,mixture
Mara,Tarime,J K NYERERE,ward,mixture
Mara,Tarime,KEBOGWE,ward,mixture
Mara,Tarime,KEMAKORERE,ward,mixture
Mara,Tarime,KEMAMBO,ward,mixture
Mara,Tarime,KIBASUKA,ward,mixture
Mara,Tarime,KITAWASI,ward,mixture
Mara,Tarime,KOROTAMBE,ward,mixture
Mara,Tarime,KURUMWA,ward,mixture
Mara,Tarime,MAGOTO,ward,mixture
Mara,Tarime,MANGA,ward,mixture
Mara,Tarime,MBOGI,ward,mixture
Mara,Tarime,MWEMA,ward,mixture
Mara,Tarime,NYAIBARA,ward,mixture
Mara,Tarime,NYAMONGO,ward,mixture
Mara,Tarime,NYAMWAGA,ward,mixture
Mara,Tarime,NYAMWIGURA,ward,mixture
Mara,Tarime,NYANTIRA,ward,mixture
Mara,Tarime,NYANUNGU,ward,mixture
Mara,Tarime,NYARERO,ward,mixture
Mara,Tarime,SIRARI,ward,mixture
Mara,Tarime,BOMANI,ward,mixture
Mara,Tarime,KENYAMANYORI,ward,mixture
Mara,Tarime,MOGABIRI,ward,mixture
Mara,Tarime,NKENDE,ward,mixture
Mara,Tarime,NKONGORE,ward,mixture
Mara,Tarime,NYAMISANGURA,ward,mixture
Mara,Tarime,NYANDOTO,ward,mixture
Mara,Tarime,REBU,ward,mixture
Mara,Tarime,TARIME,ward,mixture
Mbeya,Chunya,BUSOKELO GIRLS,special,female
Mbeya,Chunya,IKAPU,ward,mixture
Mbeya,Chunya,ISANGE,ward,mixture
Mbeya,Chunya,KABULA,ward,mixture
Mbeya,Chunya,KISEGESE,ward,mixture
Mbeya,Chunya,KYEJO,ward,mixture
Mbeya,Chunya,LUFILYO,ward,mixture
Mbeya,Chunya,LUTEBA,ward,mixture
Mbeya,Chunya,LWANGWA,ward,mixture
Mbeya,Chunya,MBIGILI,ward,mixture
Mbeya,Chunya,MPATA,ward,mixture
Mbeya,Chunya,MWAKALELI,ward,mixture
Mbeya,Chunya,MWATISI,ward,mixture
Mbeya,Chunya,MZALENDO,ward,mixture
Mbeya,Chunya,NTABA,ward,mixture
Mbeya,Chunya,SELYA,ward,mixture
Mbeya,Chunya,CHALANGWA,ward,mixture
Mbeya,Chunya,CHOKAA,ward,mixture
Mbeya,Chunya,IFUMBO,ward,mixture
Mbeya,Chunya,ISANGAWANA,ward,mixture
Mbeya,Chunya,ISENYELA,ward,mixture
Mbeya,Chunya,ITEWE,ward,mixture
Mbeya,Chunya,KIWANJA,ward,mixture
Mbeya,Chunya,LUPA,ward,mixture
Mbeya,Chunya,MAKALLA,ward,mixture
Mbeya,Chunya,MAKONGOLOSI,ward,mixture
Mbeya,Chunya,MTANDE,ward,mixture
Mbeya,Chunya,MTANILA,ward,mixture
Mbeya,Kyela,BUJONDE,ward,mixture
Mbeya,Kyela,IKAMA,ward,mixture
Mbeya,Kyela,IKIMBA,ward,mixture
Mbeya,Kyela,IKOLO,ward,mixture
Mbeya,Kyela,IPANDE,ward,mixture
Mbeya,Kyela,IPINDA,ward,mixture
Mbeya,Kyela,ITOPE,ward,mixture
Mbeya,Kyela,ITUNGE,ward,mixture
Mbeya,Kyela,KAFUNDO,ward,mixture
Mbeya,Kyela,KAJUNJUMELE,ward,mixture
Mbeya,Kyela,KATUMBASONGWE,ward,mixture
Mbeya,Kyela,KIWIRA COAL MINE,ward,mixture
Mbeya,Kyela,KYELA,ward,mixture
Mbeya,Kyela,LUSUNGO,ward,mixture
Mbeya,Kyela,MAKWALE,ward,mixture
Mbeya,Kyela,MASUKILA,ward,mixture
Mbeya,Kyela,MATEMA BEACH,ward,mixture
Mbeya,Kyela,MWAYA,ward,mixture
Mbeya,Kyela,NDOBO,ward,mixture
Mbeya,Kyela,NGONGA,ward,mixture
Mbeya,Kyela,NKUYU,ward,mixture
Mbeya,Kyela,NYASA LAKE SHORE,ward,mixture
Mbeya,Mbarali,GWILI,ward,mixture
Mbeya,Mbarali,IGAVA,ward,mixture
Mbeya,Mbarali,IGOMELO,ward,mixture
Mbeya,Mbarali,IMALILO SONGWE,ward,mixture
Mbeya,Mbarali,IPWANI,ward,mixture
Mbeya,Mbarali,JAKAYA,ward,mixture
Mbeya,Mbarali,MADIBIRA,ward,mixture
Mbeya,Mbarali,MALENGA,ward,mixture
Mbeya,Mbarali,MAWINDI,ward,mixture
Mbeya,Mbarali,MBARALI,ward,mixture
Mbeya,Mbarali,MENGELE,ward,mixture
Mbeya,Mbarali,MIYOMBWENI,ward,mixture
Mbeya,Mbarali,MSHIKAMANO,ward,mixture
Mbeya,Mbarali,MWAKAGANGA,ward,mixture
Mbeya,Mbarali,RUIWA,ward,mixture
Mbeya,Mbarali,RUJEWA,ward,mixture
Mbeya,Mbarali,UHAHI,ward,mixture
Mbeya,Mbarali,UTENGULE USANGU,ward,mixture
Mbeya,Mbeya cbd,FOREST,ward,mixture
Mbeya,Mbeya cbd,HAYOMBO,ward,mixture
Mbeya,Mbeya cbd,IDUDA,ward,mixture
Mbeya,Mbeya cbd,IGANZO,ward,mixture
Mbeya,Mbeya cbd,IHANGA,ward,mixture
Mbeya,Mbeya cbd,ILOMBA,ward,mixture
Mbeya,Mbeya cbd,ISYESYE,ward,mixture
Mbeya,Mbeya cbd,ITEZI,ward,mixture
Mbeya,Mbeya cbd,ITIJI,ward,mixture
Mbeya,Mbeya cbd,IWAMBI,ward,mixture
Mbeya,Mbeya cbd,IYELA,ward,mixture
Mbeya,Mbeya cbd,IYUNGA,ward,mixture
Mbeya,Mbeya cbd,KALOBE,ward,mixture
Mbeya,Mbeya cbd,LEGICO,ward,mixture
Mbeya,Mbeya cbd,LOLEZA,ward,mixture
Mbeya,Mbeya cbd,LUPETA,ward,mixture
Mbeya,Mbeya cbd,LYOTO,ward,mixture
Mbeya,Mbeya cbd,MAZIWA,ward,mixture
Mbeya,Mbeya cbd,MBEYA,ward,mixture
Mbeya,Mbeya cbd,MPONJA,ward,mixture
Mbeya,Mbeya cbd,MWAKIBETE,ward,mixture
Mbeya,Mbeya cbd,MWASANGA,ward,mixture
Mbeya,Mbeya cbd,NSENGA,ward,mixture
Mbeya,Mbeya cbd,NSOHO,ward,mixture
Mbeya,Mbeya cbd,NZONDAHAKI,ward,mixture
Mbeya,Mbeya cbd,PANKUMBI,ward,mixture
Mbeya,Mbeya cbd,SAMORA MACHEL,ward,mixture
Mbeya,Mbeya cbd,SINDE,ward,mixture
Mbeya,Mbeya cbd,STELLA FARM,ward,mixture
Mbeya,Mbeya cbd,UYOLE,ward,mixture
Mbeya,Mbeya cbd,WIGAMBA,ward,mixture
Mbeya,Mbeya,GALIJEMBE,ward,mixture
Mbeya,Mbeya,HORONGO,ward,mixture
Mbeya,Mbeya,IHANGO,ward,mixture
Mbeya,Mbeya,IKHOHO,ward,mixture
Mbeya,Mbeya,IKUKWA,ward,mixture
Mbeya,Mbeya,ILEMBO,ward,mixture
Mbeya,Mbeya,ILUNGA,ward,mixture
Mbeya,Mbeya,ILUNGU,ward,mixture
Mbeya,Mbeya,IMEZU,ward,mixture
Mbeya,Mbeya,ISUTO,ward,mixture
Mbeya,Mbeya,ITALA,ward,mixture
Mbeya,Mbeya,IWALANJE,ward,mixture
Mbeya,Mbeya,IWIJI,ward,mixture
Mbeya,Mbeya,IWINDI,ward,mixture
Mbeya,Mbeya,IYELANYALA,ward,mixture
Mbeya,Mbeya,IZYIRA,ward,mixture
Mbeya,Mbeya,MALAMA,ward,mixture
Mbeya,Mbeya,MPESU,ward,mixture
Mbeya,Mbeya,MSHEWE,ward,mixture
Mbeya,Mbeya,MWAKIPESILE,ward,mixture
Mbeya,Mbeya,MWASELELA,ward,mixture
Mbeya,Mbeya,NSONGWI JUU,ward,mixture
Mbeya,Mbeya,SANTILYA,ward,mixture
Mbeya,Mbeya,SASYAKA,ward,mixture
Mbeya,Mbeya,SHIBOLYA,ward,mixture
Mbeya,Mbeya,SHISYETE,ward,mixture
Mbeya,Mbeya,SONGWE,ward,mixture
Mbeya,Mbeya,SWAYA,ward,mixture
Mbeya,Mbeya,TEULE,ward,mixture
Mbeya,Mbeya,USONGWE,ward,mixture
Mbeya,Mbeya,YALAWE,ward,mixture
Mbeya,Rungwe,BUJELA,ward,mixture
Mbeya,Rungwe,BUJINGA,ward,mixture
Mbeya,Rungwe,BULYAGA,ward,mixture
Mbeya,Rungwe,IKUTI,ward,mixture
Mbeya,Rungwe,ILIMA,ward,mixture
Mbeya,Rungwe,IPONJOLA,ward,mixture
Mbeya,Rungwe,ISONGOLE,ward,mixture
Mbeya,Rungwe,KALENGO,ward,mixture
Mbeya,Rungwe,KAPUGI,ward,mixture
Mbeya,Rungwe,KAYUKI,ward,mixture
Mbeya,Rungwe,KIGUGU,ward,mixture
Mbeya,Rungwe,KIMAMMPE,ward,mixture
Mbeya,Rungwe,KINYALA,ward,mixture
Mbeya,Rungwe,KISIBA,ward,mixture
Mbeya,Rungwe,KISONDELA,ward,mixture
Mbeya,Rungwe,KIWIRA,ward,mixture
Mbeya,Rungwe,KYIMO,ward,mixture
Mbeya,Rungwe,LUFINGO,ward,mixture
Mbeya,Rungwe,LUPOTO,ward,mixture
Mbeya,Rungwe,MASOKO,ward,mixture
Mbeya,Rungwe,MASUKULU,ward,mixture
Mbeya,Rungwe,MPANDAPANDA,ward,mixture
Mbeya,Rungwe,MPUGUSO,ward,mixture
Mbeya,Rungwe,NDANTO,ward,mixture
Mbeya,Rungwe,NKUNGA,ward,mixture
Mbeya,Rungwe,RUNGWE,ward,mixture
Mbeya,Rungwe,SUMA,ward,mixture
Mbeya,Rungwe,TUKUYU,ward,mixture
Mbeya,Rungwe,UKUKWE,ward,mixture
Mbeya,Rungwe,ZIWANGOSI,ward,mixture
Morogoro,Gairo,A M SHABIBY,ward,mixture
Morogoro,Gairo,CHAGONGWE,ward,mixture
Morogoro,Gairo,CHAKWALE,ward,mixture
Morogoro,Gairo,CHANJALE,ward,mixture
Morogoro,Gairo,GAIRO,ward,mixture
Morogoro,Gairo,IYOGWE,ward,mixture
Morogoro,Gairo,KIBEDYA,ward,mixture
Morogoro,Gairo,MAJEMBWE,ward,mixture
Morogoro,Gairo,NJUNGWA,ward,mixture
Morogoro,Gairo,NONGWE,ward,mixture
Morogoro,Gairo,RUBEHO,ward,mixture
Morogoro,Gairo,SEKWAO,ward,mixture
Morogoro,Kilombero,IFAKARA,ward,mixture
Morogoro,Kilombero,KIBAONI,ward,mixture
Morogoro,Kilombero,KILOMBERO,ward,mixture
Morogoro,Kilombero,KIYONGWILE,ward,mixture
Morogoro,Kilombero,KWASHUNGU,ward,mixture
Morogoro,Kilombero,LUMEMO,ward,mixture
Morogoro,Kilombero,MLABANI,ward,mixture
Morogoro,Kilombero,BOKELA,ward,mixture
Morogoro,Kilombero,CANE GROWERS,ward,mixture
Morogoro,Kilombero,CHISANO,ward,mixture
Morogoro,Kilombero,CHITA,ward,mixture
Morogoro,Kilombero,KAMWENE,ward,mixture
Morogoro,Kilombero,KIBEREGE,ward,mixture
Morogoro,Kilombero,KIBURUBUTU,ward,mixture
Morogoro,Kilombero,KIDATU,ward,mixture
Morogoro,Kilombero,KISAWASAWA,ward,mixture
Morogoro,Kilombero,MANGULA,ward,mixture
Morogoro,Kilombero,MASAGATI,ward,mixture
Morogoro,Kilombero,MATUNDU HILL,ward,mixture
Morogoro,Kilombero,MBINGU,ward,mixture
Morogoro,Kilombero,MCHOMBE,ward,mixture
Morogoro,Kilombero,MLIMBA DAY,ward,mixture
Morogoro,Kilombero,MOFU,ward,mixture
Morogoro,Kilombero,MUTENGA,ward,mixture
Morogoro,Kilombero,MWANIHANA,ward,mixture
Morogoro,Kilombero,NAKAGURU,ward,mixture
Morogoro,Kilombero,NYANDEO,ward,mixture
Morogoro,Kilombero,NYANGE,ward,mixture
Morogoro,Kilombero,SANJE,ward,mixture
Morogoro,Kilombero,SIGNAL,ward,mixture
Morogoro,Kilombero,TREE FARMS,ward,mixture
Morogoro,Kilombero,UCHINDILE,ward,mixture
Morogoro,Kilosa,CHANZURU,ward,mixture
Morogoro,Kilosa,DAKAWA,ward,mixture
Morogoro,Kilosa,DENDEGO,ward,mixture
Morogoro,Kilosa,DUMILA,ward,mixture
Morogoro,Kilosa,GONGWE,ward,mixture
Morogoro,Kilosa,IWEMBA,ward,mixture
Morogoro,Kilosa,KIDETE DAY,ward,mixture
Morogoro,Kilosa,KIDODI,ward,mixture
Morogoro,Kilosa,KILANGALI,ward,mixture
Morogoro,Kilosa,KILOSA,special,male
Morogoro,Kilosa,KIMAMBA,ward,mixture
Morogoro,Kilosa,KISANGA,ward,mixture
Morogoro,Kilosa,KITETE,ward,mixture
Morogoro,Kilosa,KUTUKUTU,ward,mixture
Morogoro,Kilosa,LUMBIJI,ward,mixture
Morogoro,Kilosa,LUMUMA,ward,mixture
Morogoro,Kilosa,LYAHIRA,ward,mixture
Morogoro,Kilosa,MABULA,ward,mixture
Morogoro,Kilosa,MABWEREBWERE,ward,mixture
Morogoro,Kilosa,MAGOLE,ward,mixture
Morogoro,Kilosa,MAGUBIKE,ward,mixture
Morogoro,Kilosa,MAMBOYA,ward,mixture
Morogoro,Kilosa,MASANZE,ward,mixture
Morogoro,Kilosa,MATI,ward,mixture
Morogoro,Kilosa,MAZINYUNGU,ward,mixture
Morogoro,Kilosa,MBUMI,ward,mixture
Morogoro,Kilosa,MGUGU,ward,mixture
Morogoro,Kilosa,MIKUMI,ward,mixture
Morogoro,Kilosa,MKULO,ward,mixture
Morogoro,Kilosa,MSOWERO,ward,mixture
Morogoro,Kilosa,MTUMBATU,ward,mixture
Morogoro,Kilosa,MWEGA,ward,mixture
Morogoro,Kilosa,PARAKUYO,ward,mixture
Morogoro,Kilosa,RUDEWA,ward,mixture
Morogoro,Kilosa,RUHEMBE,ward,mixture
Morogoro,Kilosa,UKWIVA,ward,mixture
Morogoro,Kilosa,ULELINGOMBE,ward,mixture
Morogoro,Kilosa,VIDUNDA,ward,mixture
Morogoro,Kilosa,ZOMBO,ward,mixture
Morogoro,Malinyi,BIRO,ward,mixture
Morogoro,Malinyi,IGAWA,ward,mixture
Morogoro,Malinyi,ITETE,ward,mixture
Morogoro,Malinyi,KIPINGO,ward,mixture
Morogoro,Malinyi,MALINYI,ward,mixture
Morogoro,Malinyi,MTIMBIRA,ward,mixture
Morogoro,Malinyi,NGOHERANGA,ward,mixture
Morogoro,Malinyi,SOFI,ward,mixture
Morogoro,Malinyi,USANGULE,ward,mixture
Morogoro,Morogoro,BWAKIRA CHINI,ward,mixture
Morogoro,Morogoro,BWAKIRA JUU,ward,mixture
Morogoro,Morogoro,FATEMI,ward,mixture
Morogoro,Morogoro,GWATA,ward,mixture
Morogoro,Morogoro,KIBOGWA,ward,mixture
Morogoro,Morogoro,KIBUNGO JUU,ward,mixture
Morogoro,Morogoro,KINOLE,ward,mixture
Morogoro,Morogoro,KIROKA,ward,mixture
Morogoro,Morogoro,KISAKI,ward,mixture
Morogoro,Morogoro,KISEMU,ward,mixture
Morogoro,Morogoro,KIZAGILA,ward,mixture
Morogoro,Morogoro,KOLERO,ward,mixture
Morogoro,Morogoro,LUNDI,ward,mixture
Morogoro,Morogoro,MATOMBO,ward,mixture
Morogoro,Morogoro,MIKESE,ward,mixture
Morogoro,Morogoro,MILENGWE,ward,mixture
Morogoro,Morogoro,MKULAZI,ward,mixture
Morogoro,Morogoro,MKUYUNI,ward,mixture
Morogoro,Morogoro,MTOMBOZI,ward,mixture
Morogoro,Morogoro,MVUHA,ward,mixture
Morogoro,Morogoro,NELSON MANDELA,ward,mixture
Morogoro,Morogoro,NGERENGERE,ward,mixture
Morogoro,Morogoro,SELEMBALA,ward,mixture
Morogoro,Morogoro,SINGISA,ward,mixture
Morogoro,Morogoro,TAWA,ward,mixture
Morogoro,Morogoro,TEGETERO,ward,mixture
Morogoro,Morogoro,TOMONDO,ward,mixture
Morogoro,Morogoro,TUNUNGUO,ward,mixture
Morogoro,Morogoro cbd,BONDWA,ward,mixture
Morogoro,Morogoro cbd,BUNGODIMWE,ward,mixture
Morogoro,Morogoro cbd,KAUZENI,ward,mixture
Morogoro,Morogoro cbd,KAYENZI,ward,mixture
Morogoro,Morogoro cbd,KIHONDA,ward,mixture
Morogoro,Morogoro cbd,KILAKALA,special,female
Morogoro,Morogoro cbd,KINGALU,ward,mixture
Morogoro,Morogoro cbd,KINGO,ward,mixture
Morogoro,Morogoro cbd,KINGOLWIRA,ward,mixture
Morogoro,Morogoro cbd,KOLA HILL,ward,mixture
Morogoro,Morogoro cbd,LUPANGA,ward,mixture
Morogoro,Morogoro cbd,MAFIGA,ward,mixture
Morogoro,Morogoro cbd,MGULASI,ward,mixture
Morogoro,Morogoro cbd,MJI MPYA,ward,mixture
Morogoro,Morogoro cbd,MOROGORO,ward,mixture
Morogoro,Morogoro cbd,MWEMBESONGO,ward,mixture
Morogoro,Morogoro cbd,NANENANE,ward,mixture
Morogoro,Morogoro cbd,SUA,ward,mixture
Morogoro,Morogoro cbd,SUMAYE,ward,mixture
Morogoro,Morogoro cbd,TUBUYU,ward,mixture
Morogoro,Morogoro cbd,TUSHIKAMANE,ward,mixture
Morogoro,Morogoro cbd,ULUGURU,ward,mixture
Morogoro,Morogoro cbd,UWANJA WA TAIFA,ward,mixture
Morogoro,Mvomero,BUNDUKI,ward,mixture
Morogoro,Mvomero,DIONGOYA,ward,mixture
Morogoro,Mvomero,DOMA,ward,mixture
Morogoro,Mvomero,HEMBETI,ward,mixture
Morogoro,Mvomero,KANGA HILL,ward,mixture
Morogoro,Mvomero,KIKEO,ward,mixture
Morogoro,Mvomero,KIPERA,ward,mixture
Morogoro,Mvomero,LANGALI,ward,mixture
Morogoro,Mvomero,LUSANGA,ward,mixture
Morogoro,Mvomero,MASKATI,ward,mixture
Morogoro,Mvomero,MELELA,ward,mixture
Morogoro,Mvomero,MGETA,ward,mixture
Morogoro,Mvomero,MONGOLA,ward,mixture
Morogoro,Mvomero,MTIBWA,ward,mixture
Morogoro,Mvomero,MURAD SADDIQ,ward,mixture
Morogoro,Mvomero,MVOMERO,ward,mixture
Morogoro,Mvomero,MZUMBE,special,male
Morogoro,Mvomero,NASSORO SEIF,ward,mixture
Morogoro,Mvomero,SUNGAJI,ward,mixture
Morogoro,Mvomero,TCHENZEMA,ward,mixture
Morogoro,Mvomero,UNGULU,ward,mixture
Morogoro,Mvomero,WAMI,ward,mixture
Morogoro,Ulanga,CELINA KOMBANI,ward,mixture
Morogoro,Ulanga,CHIROMBOLA,ward,mixture
Morogoro,Ulanga,EUGA,ward,mixture
Morogoro,Ulanga,IGOTA,ward,mixture
Morogoro,Ulanga,ILONGA,ward,mixture
Morogoro,Ulanga,IRAGUA,ward,mixture
Morogoro,Ulanga,ISONGO,ward,mixture
Morogoro,Ulanga,KICHANGANI,ward,mixture
Morogoro,Ulanga,KWIRO,ward,mixture
Morogoro,Ulanga,LUPIRO,ward,mixture
Morogoro,Ulanga,MAHENGE,ward,mixture
Morogoro,Ulanga,MBUGA,ward,mixture
Morogoro,Ulanga,MINEPA,ward,mixture
Morogoro,Ulanga,MWAYA,ward,mixture
Morogoro,Ulanga,NAWENGE,ward,mixture
Morogoro,Ulanga,ULANGA,ward,mixture
Morogoro,Ulanga,UPONERA,ward,mixture
Morogoro,Ulanga,VIGOI,ward,mixture
Mtwara,Masasi,CHIDYA,ward,mixture
Mtwara,Masasi,CHIKOROPOLA,ward,mixture
Mtwara,Masasi,CHIUNGUTWA,ward,mixture
Mtwara,Masasi,CHIWALE,ward,mixture
Mtwara,Masasi,CHIWATA,ward,mixture
Mtwara,Masasi,ISDORE SHIRIMA,ward,mixture
Mtwara,Masasi,LUKULEDI,ward,mixture
Mtwara,Masasi,LULINDI,ward,mixture
Mtwara,Masasi,LUPASO,ward,mixture
Mtwara,Masasi,MAKONGONDA,ward,mixture
Mtwara,Masasi,MBEMBA,ward,mixture
Mtwara,Masasi,MBUYUNI,ward,mixture
Mtwara,Masasi,MKALAPA,ward,mixture
Mtwara,Masasi,MKULULU,ward,mixture
Mtwara,Masasi,MPINDIMBI CHANIKANGUO,ward,mixture
Mtwara,Masasi,MWENA,ward,mixture
Mtwara,Masasi,NAMAJANI,ward,mixture
Mtwara,Masasi,NAMALENGA,ward,mixture
Mtwara,Masasi,NAMATUTWE,ward,mixture
Mtwara,Masasi,NAMOMBWE,ward,mixture
Mtwara,Masasi,NAMWANGA,ward,mixture
Mtwara,Masasi,NANGANGA,ward,mixture
Mtwara,Masasi,NANGOO,ward,mixture
Mtwara,Masasi,NANJOTA,ward,mixture
Mtwara,Masasi,NDANDA,ward,mixture
Mtwara,Masasi,NDWIKA,ward,mixture
Mtwara,Masasi,SINDANO,ward,mixture
Mtwara,Masasi,ANNA ABDALLAH,ward,mixture
Mtwara,Masasi,CHANIKANGUO MPINDIMBI,ward,mixture
Mtwara,Masasi,MARIKA,ward,mixture
Mtwara,Masasi,MASASI DAY,ward,mixture
Mtwara,Masasi,MASASI GIRLS,special,female
Mtwara,Masasi,MTANDI,ward,mixture
Mtwara,Masasi,MTAPIKA,ward,mixture
Mtwara,Masasi,NANGAYA,ward,mixture
Mtwara,Masasi,SULULU,ward,mixture
Mtwara,Mtwara,DIHIMBA,ward,mixture
Mtwara,Mtwara,KISIWA,ward,mixture
Mtwara,Mtwara,KITERE,ward,mixture
Mtwara,Mtwara,LIBOBE,ward,mixture
Mtwara,Mtwara,MADIMBA,ward,mixture
Mtwara,Mtwara,MAHURUNGA,ward,mixture
Mtwara,Mtwara,MAYANGA,ward,mixture
Mtwara,Mtwara,MSIMBATI,ward,mixture
Mtwara,Mtwara,MUSTAFA SABODO,ward,mixture
Mtwara,Mtwara,NANGURUWE,ward,mixture
Mtwara,Mtwara,NDUMBWE,ward,mixture
Mtwara,Mtwara,ZIWANI,ward,mixture
Mtwara,Mtwara cbd,BANDARI,ward,mixture
Mtwara,Mtwara cbd,CHUNO,ward,mixture
Mtwara,Mtwara cbd,MANGAMBA,ward,mixture
Mtwara,Mtwara cbd,MIKINDANI,ward,mixture
Mtwara,Mtwara cbd,MITENGO,ward,mixture
Mtwara,Mtwara cbd,MTWARA GIRLS,special,female
Mtwara,Mtwara cbd,MTWARA UFUNDI,ward,mixture
Mtwara,Mtwara cbd,NALIENDELE,ward,mixture
Mtwara,Mtwara cbd,RAHALEO,ward,mixture
Mtwara,Mtwara cbd,SABASABA,ward,mixture
Mtwara,Mtwara cbd,SHANGANI,ward,mixture
Mtwara,Mtwara cbd,SINO TZ,ward,mixture
Mtwara,Mtwara cbd,UMOJA,ward,mixture
Mtwara,Nanyumbu,CHAWI,ward,mixture
Mtwara,Nanyumbu,KIROMBA,ward,mixture
Mtwara,Nanyumbu,KITAYA,ward,mixture
Mtwara,Nanyumbu,MBEMBALEO,ward,mixture
Mtwara,Nanyumbu,MNIMA,ward,mixture
Mtwara,Nanyumbu,MNYAWI,ward,mixture
Mtwara,Nanyumbu,MTINIKO,ward,mixture
Mtwara,Nanyumbu,NANYAMBA,ward,mixture
Mtwara,Nanyumbu,NITEKELA,ward,mixture
Mtwara,Nanyumbu,NJENGWA,ward,mixture
Mtwara,Nanyumbu,CHIPUPUTA,ward,mixture
Mtwara,Nanyumbu,LIKOKONA,ward,mixture
Mtwara,Nanyumbu,LUMESULE,ward,mixture
Mtwara,Nanyumbu,MANGAKA,ward,mixture
Mtwara,Nanyumbu,MARATANI,ward,mixture
Mtwara,Nanyumbu,MICHIGA,ward,mixture
Mtwara,Nanyumbu,MIKANGAULA,ward,mixture
Mtwara,Nanyumbu,NANDETE,ward,mixture
Mtwara,Nanyumbu,NANGOMBA,ward,mixture
Mtwara,Nanyumbu,NANYUMBU,ward,mixture
Mtwara,Nanyumbu,NAPACHO,ward,mixture
Mtwara,Nanyumbu,SENGENYA,ward,mixture
Mtwara,Newala,CHIHANGU,ward,mixture
Mtwara,Newala,CHITEKETE,ward,mixture
Mtwara,Newala,LENGO,ward,mixture
Mtwara,Newala,MAKUKWE,ward,mixture
Mtwara,Newala,MALATU,ward,mixture
Mtwara,Newala,MAPUTI,ward,mixture
Mtwara,Newala,MIKUMBI,ward,mixture
Mtwara,Newala,MKOMA,ward,mixture
Mtwara,Newala,MMULUNGA,ward,mixture
Mtwara,Newala,MNYAMBE,ward,mixture
Mtwara,Newala,MPELEPELE,ward,mixture
Mtwara,Newala,MPOTOLA,ward,mixture
Mtwara,Newala,MTOPWA,ward,mixture
Mtwara,Newala,USHIRIKA,ward,mixture
Mtwara,Newala,VIHOKOLI,ward,mixture
Mtwara,Newala,DR ALEX MTAVALA,ward,mixture
Mtwara,Newala,G MKUCHIKA,ward,mixture
Mtwara,Newala,KIUTA,ward,mixture
Mtwara,Newala,KUSINI,ward,mixture
Mtwara,Newala,MAKOTE,ward,mixture
Mtwara,Newala,MALEGESI,ward,mixture
Mtwara,Newala,MALOCHO,ward,mixture
Mtwara,Newala,MTANGALANGA,ward,mixture
Mtwara,Newala,NAMBUNGA,ward,mixture
Mtwara,Newala,NANGWANDA,ward,mixture
Mtwara,Newala,NEWALA DAY,ward,mixture
Mtwara,Tandahimba,CHAUME,ward,mixture
Mtwara,Tandahimba,CHINGUNGWE,ward,mixture
Mtwara,Tandahimba,DINDUMA,ward,mixture
Mtwara,Tandahimba,KITAMA,ward,mixture
Mtwara,Tandahimba,LIENJE,ward,mixture
Mtwara,Tandahimba,LUAGALA,ward,mixture
Mtwara,Tandahimba,LUKOKODA,ward,mixture
Mtwara,Tandahimba,MAHUTA,ward,mixture
